loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.24201102256774903,1.7190845012664795,6.2172284644194756e-06,4.404332129963899,1220,,,,,,,,,
0.25548908710479734,1.0565112829208374,5.468164794007491e-06,4.4765342960288805,1240,,,,,,,,,
0.2622267484664917,0.8037598729133606,4.719101123595506e-06,4.548736462093863,1260,,,,,,,,,
0.2572633743286133,0.9127405881881714,3.970037453183521e-06,4.620938628158845,1280,,,,,,,,,
0.22643508911132812,1.2513582706451416,3.2209737827715358e-06,4.693140794223827,1300,,,,,,,,,
0.2392956256866455,1.1435401439666748,2.4719101123595505e-06,4.765342960288809,1320,,,,,,,,,
0.2732063055038452,1.193092703819275,1.7228464419475654e-06,4.837545126353791,1340,,,,,,,,,
0.24078080654144288,1.1320158243179321,9.737827715355806e-07,4.909747292418773,1360,,,,,,,,,
0.2720776081085205,0.728972852230072,2.2471910112359554e-07,4.981949458483754,1380,,,,,,,,,
,,,5.0,1385,0.2067958265542984,14.1262,78.365,4.955,,,,,
,,,5.0,1385,,,,,1297.1439,34.125,1.068,3812667190824960.0,0.5193852297235482
